operation,datetime,price
Оплата СБП QR (Сервисы Яндекса),16.08.2025 05:09,-2619.0
Оплата СБП QR (Сервисы Яндекса),16.08.2025 05:09,-1.0
M. V.,15.08.2025 20:42,-500.0
LIGHT,15.08.2025 21:36,-582.4
Оплата товаров и услуг ESH FRESH,15.08.2025 20:38,-590.0
клиента,17.08.2025 22:38,875.95
клиента,18.08.2025 00:30,189.0
клиента,18.08.2025 00:45,50.0
YANDEX*7999*SCOOTERS,18.08.2025 00:45,-50.0
YANDEX*7999*SCOOTERS,18.08.2025 00:30,-189.0
клиента,18.08.2025 17:45,643.95
Оплата СБП QR (MobaPay),18.08.2025 17:45,-643.95
клиента,18.08.2025 17:45,167.67
Оплата СБП QR (MobaPay),18.08.2025 17:45,-167.67
PEREKRESTOK KUSHELEVKA,17.08.2025 22:38,-875.95
клиента,20.08.2025 10:37,141.0
перевозок_13),20.08.2025 10:37,-141.0
клиента,20.08.2025 12:47,301.97
клиента,20.08.2025 16:52,125.0
клиента,20.08.2025 19:26,973.92
клиента,20.08.2025 19:46,378.0
клиента,21.08.2025 12:39,125.0
клиента,21.08.2025 13:41,532.0
Оплата СБП QR (Сервисы Яндекса),21.08.2025 13:42,-532.0
клиента,21.08.2025 13:53,8.0
Оплата СБП QR (Сервисы Яндекса),21.08.2025 13:53,-8.0
"""TRANS-BALT""",20.08.2025 16:52,-125.0
клиента,21.08.2025 19:31,15500.0
клиента,21.08.2025 20:16,72.0
клиента,21.08.2025 20:42,125.0
клиента,22.08.2025 11:42,380.0
клиента,22.08.2025 13:28,1040.0
клиента,22.08.2025 13:32,259.0
клиента,22.08.2025 13:41,500.0
клиента,22.08.2025 13:42,500.0
Сбербанк,22.08.2025 13:42,5000.0
Оплата СБП QR (Сервисы Яндекса),22.08.2025 14:04,-1517.0
"""TRANS-BALT""",21.08.2025 12:39,-125.0
"""TRANS-BALT""",21.08.2025 20:16,-72.0
"""TRANS-BALT""",21.08.2025 20:42,-125.0
Оплата СБП QR (Сервисы Яндекса),22.08.2025 14:40,-3.0
KHABAROVA SF,21.08.2025 19:32,-15500.0
Оплата товаров и услуг CEKH 85,20.08.2025 19:46,-378.0
MM NOCHEVKA,20.08.2025 12:47,-301.97
PYATEROCHKA 11092,20.08.2025 19:27,-973.92
Ladozhskaya N4043,22.08.2025 13:43,-500.0
Ladozhskaya N4043,22.08.2025 13:42,-500.0
Ladozhskaya N4043,22.08.2025 13:42,-500.0
Ladozhskaya N4043,22.08.2025 13:41,-500.0
Ladozhskaya N4043,22.08.2025 13:42,-500.0
Оплата товаров и услуг IP ILINA KI,22.08.2025 19:29,-1630.0
клиента,23.08.2025 14:04,2880.0
клиента,23.08.2025 14:11,1734.0
клиента,24.08.2025 12:28,600.0
PRACHECHNAYA,22.08.2025 11:42,-380.0
VESELAYA ZATEY,22.08.2025 13:28,-1040.0
PEKARNYA,22.08.2025 13:32,-259.0
клиента,25.08.2025 13:03,641.0
Оплата СБП QR (Сервисы Яндекса),25.08.2025 13:03,-641.0
клиента,25.08.2025 13:03,189.0
клиента,25.08.2025 13:13,9.0
Оплата СБП QR (Сервисы Яндекса),25.08.2025 13:13,-9.0
клиента,25.08.2025 13:24,50.0
клиента,25.08.2025 15:03,523.0
Оплата СБП QR (Сервисы Яндекса),25.08.2025 15:04,-523.0
клиента,25.08.2025 15:04,7.0
Оплата СБП QR (Сервисы Яндекса),25.08.2025 15:04,-7.0
Оплата товаров и услуг KAFE,23.08.2025 14:11,-1734.0
"Оплата товаров и услуг KAFE,",23.08.2025 14:04,-3230.0
клиента,26.08.2025 12:26,80.0
клиента,26.08.2025 12:58,80.0
Сбербанк,26.08.2025 13:06,10432.0
YANDEX*7999*SCOOTERS,25.08.2025 13:03,-189.0
YANDEX*7999*SCOOTERS,25.08.2025 13:24,-50.0
ESH,24.08.2025 12:28,-600.0
Оплата СБП QR (Сервисы Яндекса),26.08.2025 20:13,-1088.4
Оплата СБП QR (Сервисы Яндекса),26.08.2025 20:13,-1.6
AO TRETI,26.08.2025 12:58,-80.0
Оплата товаров и услуг Foto,26.08.2025 14:44,-700.0
Karting SPb,26.08.2025 13:57,-250.0
Karting SPb,26.08.2025 14:10,-600.0
GOREHLEKTROTRANS,26.08.2025 12:26,-80.0
Оплата товаров и услуг IP U EA,26.08.2025 15:40,-3657.0
Оплата СБП QR (НЕТМОНЕТ),27.08.2025 15:22,-543.0
перевозок_13),27.08.2025 22:07,-80.0
Оплата СБП QR (Сервисы Яндекса),28.08.2025 12:47,-1.0
Оплата СБП QR (Сервисы Яндекса),28.08.2025 12:47,-9.0
Оплата СБП QR (Сервисы Яндекса),28.08.2025 12:49,-137.0
Оплата СБП QR (Сервисы Яндекса),28.08.2025 12:49,-3.0
VASILEOSTROVSKAYA N 30,26.08.2025 13:11,-1599.0
клиента,28.08.2025 15:39,110413.7
Оплата СБП QR (Сервисы Яндекса),28.08.2025 15:41,-41117.0
Оплата товаров и услуг FINIK_YU,26.08.2025 16:59,-73.0
SPORTKOMPLEKS 3,27.08.2025 12:02,-200.0
Оплата товаров и услуг IP Do Sin E,28.08.2025 16:03,-1356.0
LESNOY,27.08.2025 16:26,-360.0
Банк,29.08.2025 21:03,-4000.0
LESNAYA,29.08.2025 20:49,-140.0
1,31.08.2025 17:26,-1825.0
YM*firstbyte rus,31.08.2025 11:10,-800.0
LIGOVSKIJ,31.08.2025 18:54,-2290.0
PYATEROCHKA 7050,31.08.2025 20:14,-1138.93
Банк,03.09.2025 13:37,-5000.0
клиента,03.09.2025 16:18,-51875.27
PYATEROCHKA 7050,02.09.2025 18:11,-1258.5
Оплата товаров и услуг B110,02.09.2025 15:35,-79.0
клиента,04.09.2025 17:23,2150.0
65395,02.09.2025 17:15,-664.0
клиента,04.09.2025 17:45,3422.0
Оплата СБП QR (NEVSKYI),04.09.2025 17:45,-3422.0
клиента,05.09.2025 13:24,200.0
клиента,05.09.2025 16:17,257.0
R.G.,04.09.2025 17:23,-2150.0
KITCHEN_2,05.09.2025 16:17,-257.0
KEBAB,05.09.2025 13:24,-200.0
клиента,08.09.2025 12:04,200.0
клиента,08.09.2025 12:09,260.0
YANDEX*5815*PLUS,08.09.2025 12:04,-200.0
клиента,08.09.2025 13:51,345.0
клиента,08.09.2025 19:30,2410.0
Agroservis,08.09.2025 13:51,-345.0
PITANIE,08.09.2025 12:09,-260.0
клиента,09.09.2025 21:37,1157.88
Сбербанк,10.09.2025 13:56,1660.0
R.G.,08.09.2025 19:30,-2410.0
клиента,11.09.2025 15:44,1128.0
PYATEROCHKA 7050,09.09.2025 21:37,-1157.88
Оплата товаров и услуг SPBPU,11.09.2025 15:44,-1660.0
клиента,12.09.2025 18:10,309.0
клиента,12.09.2025 19:17,614.0
Оплата СБП QR (Сервисы Яндекса),12.09.2025 19:17,-614.0
клиента,12.09.2025 19:18,6.0
Оплата СБП QR (Сервисы Яндекса),12.09.2025 19:18,-6.0
клиента,12.09.2025 22:02,5300.0
клиента,12.09.2025 23:13,86.0
PIROGOVYY DVORIK,12.09.2025 18:10,-309.0
Оплата товаров и услуг SUSHI WOK,11.09.2025 12:55,-1128.0
Оплата товаров и услуг METRO TPP,12.09.2025 23:13,-86.0
BARBEKYU,12.09.2025 22:02,-5300.0
клиента,14.09.2025 20:06,1449.7
Оплата товаров и услуг SPAR 909,14.09.2025 20:06,-1449.7
клиента,16.09.2025 16:59,194.0
Оплата СБП QR (Сервисы Яндекса),16.09.2025 16:59,-194.0
клиента,16.09.2025 16:59,6.0
Оплата СБП QR (Сервисы Яндекса),16.09.2025 16:59,-6.0
клиента,16.09.2025 18:33,3244.0
клиента,17.09.2025 12:50,1024.0
Оплата товаров и услуг SPBPU,16.09.2025 18:33,-3244.0
клиента,17.09.2025 16:31,2396.75
клиента,18.09.2025 13:45,482.0
клиента,18.09.2025 17:22,500.0
клиента,18.09.2025 19:19,1910.0
клиента,18.09.2025 21:45,109.9
Сбербанк,18.09.2025 22:27,8000.0
клиента,18.09.2025 22:28,-8000.0
клиента,19.09.2025 10:11,636.0
Оплата СБП QR (Сервисы Яндекса),19.09.2025 10:11,-636.0
клиента,19.09.2025 10:12,4.0
Оплата СБП QR (Сервисы Яндекса),19.09.2025 10:12,-4.0
CEKH85,17.09.2025 12:50,-1024.0
PYATEROCHKA 7050,17.09.2025 16:31,-2396.75
клиента,19.09.2025 16:41,2920.77
NOVAYA GOLLANDIYA,18.09.2025 17:22,-500.0
108,18.09.2025 19:19,-1910.0
Оплата товаров и услуг B-12,18.09.2025 13:45,-482.0
78547D,18.09.2025 21:45,-109.9
Оплата товаров и услуг OKEY,19.09.2025 16:41,-2920.77
клиента,21.09.2025 17:23,1.0
клиента,21.09.2025 17:48,1183.7
клиента,22.09.2025 15:58,500.0
Сбербанк,22.09.2025 16:07,1600.0
клиента,22.09.2025 18:55,213.0
клиента,22.09.2025 19:35,2300.0
Оплата товаров и услуг SPBPU,22.09.2025 16:30,-1584.0
PEREKRESTKA_S,21.09.2025 17:48,-1184.7
клиента,23.09.2025 19:10,2455.35
клиента,24.09.2025 10:46,2600.0
ChatGPT),24.09.2025 10:46,-2600.0
клиента,24.09.2025 16:00,1110.0
NOVAYA GOLLANDIYA,22.09.2025 15:58,-500.0
Оплата товаров и услуг Pekarni,22.09.2025 19:35,-2300.0
Оплата товаров и услуг QSR 21006,22.09.2025 18:55,-229.0
PIROGOVYY DVORIK,24.09.2025 16:00,-1110.0
клиента,25.09.2025 14:17,479.0
PYATEROCHKA 7050,23.09.2025 19:10,-2455.35
клиента,26.09.2025 09:50,1599.0
клиента,26.09.2025 12:38,300.0
клиента,26.09.2025 12:44,350.0
Оплата СБП QR (t2),26.09.2025 12:44,-350.0
клиента,26.09.2025 20:15,150.0
клиента,26.09.2025 23:42,3879.0
Оплата СБП QR (NETMONET),26.09.2025 23:42,-3879.0
Сбербанк,26.09.2025 23:43,1717.0
VendProfi,26.09.2025 20:15,-150.0
LYUBYAT,25.09.2025 14:17,-479.0
1173,26.09.2025 09:50,-1599.0
клиента,28.09.2025 14:31,43.0
клиента,28.09.2025 15:21,2003.51
Оплата товаров и услуг KOWALSKI,26.09.2025 12:38,-300.0
клиента,28.09.2025 18:27,176.0
Оплата СБП QR (OZON),28.09.2025 18:27,-176.0
PRACHECHNAYA,27.09.2025 19:31,-1320.0
PEREKRESTOK KUSHELEVKA,28.09.2025 15:21,-2003.51
PRACHECHNAYA,28.09.2025 14:31,-440.0
клиента,02.10.2025 13:38,1292.0
клиента,02.10.2025 17:34,750.0
клиента,03.10.2025 02:03,338.0
Оплата СБП QR (OZON),03.10.2025 02:03,-338.0
клиента,03.10.2025 13:53,564.0
клиента,03.10.2025 15:55,202.0
Y.M*N859142,02.10.2025 17:34,-750.0
клиента,04.10.2025 15:10,1307.93
эксп.дост.),04.10.2025 15:10,-1307.93
CEKH85,02.10.2025 13:38,-1292.0
METROPOL,03.10.2025 13:53,-564.0
LYUBYAT,03.10.2025 15:55,-202.0
клиента,06.10.2025 11:02,305.0
Оплата СБП QR (Сервисы Яндекса),06.10.2025 11:02,-305.0
клиента,06.10.2025 11:02,5.0
Оплата СБП QR (Сервисы Яндекса),06.10.2025 11:02,-5.0
клиента,06.10.2025 11:24,84.99
Сбербанк,07.10.2025 13:32,1953.0
клиента,07.10.2025 14:12,641.18
клиента,08.10.2025 12:04,200.0
Оплата СБП QR (Сервисы Яндекса),08.10.2025 12:11,-200.0
клиента,08.10.2025 13:49,100.0
клиента,08.10.2025 16:06,442.0
клиента,08.10.2025 16:07,40.0
клиента,08.10.2025 16:17,448.76
SEVERNIY,06.10.2025 11:24,-84.99
клиента,09.10.2025 15:06,168.0
VendProfi,08.10.2025 13:49,-100.0
ERMOLINO,07.10.2025 13:59,-1412.76
MM TUCHKOV,07.10.2025 14:12,-1181.42
клиента,10.10.2025 13:24,567.0
клиента,10.10.2025 18:01,278.0
Оплата товаров и услуг B-12,08.10.2025 16:06,-442.0
Оплата товаров и услуг B-12,08.10.2025 16:07,-40.0
KRASNOE&BELOE,08.10.2025 16:17,-448.76
Оплата товаров и услуг B-85,09.10.2025 15:06,-168.0
Оплата товаров и услуг KHLEBNIK,10.10.2025 18:01,-278.0
Сбербанк,12.10.2025 16:06,522.0
EVO_KEBAB.,10.10.2025 13:24,-567.0
Сбербанк,14.10.2025 09:10,3650.74
Оплата товаров и услуг B-12,12.10.2025 16:21,-474.0
GOLOBOKOV,14.10.2025 14:07,-420.0
Сбербанк,16.10.2025 13:05,5000.0
Оплата товаров и услуг B-12,14.10.2025 19:18,-2.0
Оплата товаров и услуг B-12,14.10.2025 19:17,-130.0
Оплата СБП QR (t2),17.10.2025 11:40,-350.0
Озон Банк (Ozon),17.10.2025 12:11,-591.0
PRACHECHNAYA,15.10.2025 09:40,-440.0
клиента,17.10.2025 22:53,37.48
pay,17.10.2025 11:50,-1377.0
Оплата товаров и услуг IP Do Sin E,17.10.2025 22:07,-1536.8
SUBWAY_TOREZA,16.10.2025 13:51,-944.0
PYATEROCHKA 7050,16.10.2025 14:52,-815.4
PEREKRESTOK VOSSTANIYA,17.10.2025 22:53,-2130.02
клиента,19.10.2025 19:33,129.99
Сбербанк,19.10.2025 19:35,4120.0
Оплата СБП QR (Магнит),19.10.2025 19:49,-695.68
Оплата Сбер QR (FrutStore78_P_QR),19.10.2025 19:53,-100.0
PYATEROCHKA 7050,19.10.2025 19:33,-129.99
GOLOBOKOV,21.10.2025 17:07,-550.0
SERVIS,21.10.2025 20:57,-53.0
PEREKRESTOK VOSSTANIYA,20.10.2025 22:22,-2316.54
Оплата товаров и услуг B-12,22.10.2025 17:21,-225.0
Оплата товаров и услуг PEKARNYA,24.10.2025 13:41,-85.0
Альфа-Банк,30.10.2025 15:18,1300.0
Оплата СБП QR (Сервисы Яндекса),30.10.2025 15:31,-1384.0
Оплата СБП QR (Сервисы Яндекса),30.10.2025 16:06,-6.0
